lojista_id;nome_fantasia;segmento;porte;plano_taxa;uf;cidade;regiao;data_cadastro
819;Restaurante do Bairro 819;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2023-12-01
820;Empório Real 820;Outros;Pequena;Standard;RJ;Niterói;Sudeste;2021-05-13
821;Oficina Estrela 821;Serviços;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-11-29
822;Restaurante Popular 822;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2023-11-18
823;Salão Popular 823;Moda e Beleza;MEI;Standard;MG;Uberlândia;Sudeste;2024-10-12
824;Mercadinho Aurora 824;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2023-08-16
825;Ateliê Aurora 825;Saúde;Média;Premium;MG;Belo Horizonte;Sudeste;2024-09-01
826;Bar Vitória 826;Moda e Beleza;Pequena;Premium;PE;Recife;Nordeste;2024-10-20
827;Restaurante Nova Era 827;Educação;MEI;Standard;CE;Fortaleza;Nordeste;2023-03-04
828;Salão Express 828;Alimentação;Pequena;Premium;PB;João Pessoa;Nordeste;2022-12-22
829;Point Real 829;Varejo;Pequena;Premium;PA;Belém;Norte;2023-02-01
830;Bar Aurora 830;Serviços;MEI;Standard;MT;Cuiabá;Centro-Oeste;2024-08-02
831;Loja do Bairro 831;Varejo;Pequena;Premium;PA;Belém;Norte;2024-01-16
832;Empório Prime 832;Varejo;Média;Standard;SP;Campinas;Sudeste;2022-09-10
833;Empório Aurora 833;Saúde;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-12-04
834;Point Horizonte 834;Varejo;MEI;Standard;SP;São Paulo;Sudeste;2022-03-10
835;Padaria Express 835;Alimentação;MEI;Standard;PE;Recife;Nordeste;2022-01-31
836;Ateliê Vitória 836;Varejo;Grande;Standard;MS;Campo Grande;Centro-Oeste;2022-01-25
837;Point Vitória 837;Varejo;MEI;Premium;SP;São Paulo;Sudeste;2024-03-12
838;Studio Estrela 838;Serviços;Pequena;Premium;RJ;Rio de Janeiro;Sudeste;2022-12-19
839;Mercadinho Estrela 839;Serviços;Pequena;Premium;PA;Belém;Norte;2022-05-13
840;Salão Vitória 840;Varejo;Pequena;Enterprise;BA;Salvador;Nordeste;2022-11-19
841;Oficina Horizonte 841;Moda e Beleza;Média;Standard;SP;Campinas;Sudeste;2022-05-14
842;Salão Familia 842;Outros;MEI;Standard;MS;Campo Grande;Centro-Oeste;2023-01-05
843;Ateliê Prime 843;Varejo;MEI;Standard;BA;Feira de Santana;Nordeste;2024-03-02
844;Padaria Familia 844;Serviços;Pequena;Premium;SC;Joinville;Sul;2021-08-03
845;Padaria Horizonte 845;Varejo;MEI;Standard;MG;Belo Horizonte;Sudeste;2021-04-18
846;Point Real 846;Varejo;MEI;Standard;SP;Santos;Sudeste;2022-03-14
847;Restaurante Bella 847;Educação;Pequena;Standard;RS;Caxias do Sul;Sul;2024-03-21
848;Mercadinho Estrela 848;Varejo;MEI;Standard;SC;Blumenau;Sul;2021-07-12
849;Casa Prime 849;Varejo;Pequena;Premium;MG;Belo Horizonte;Sudeste;2023-06-05
850;Ateliê Popular 850;Serviços;MEI;Premium;RS;Caxias do Sul;Sul;2023-12-12
851;Oficina Express 851;Varejo;MEI;Premium;SC;Florianópolis;Sul;2023-06-09
852;Mercadinho Familia 852;Serviços;MEI;Standard;PR;Londrina;Sul;2023-05-24
853;Oficina Prime 853;Alimentação;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2023-12-01
854;Padaria Familia 854;Serviços;Pequena;Standard;RJ;Niterói;Sudeste;2024-01-18
855;Clínica Popular 855;Outros;MEI;Premium;RS;Porto Alegre;Sul;2023-06-11
856;Padaria Popular 856;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2023-09-14
857;Empório do Bairro 857;Alimentação;Pequena;Standard;MG;Juiz de Fora;Sudeste;2022-06-15
858;Loja Aurora 858;Saúde;MEI;Standard;MG;Belo Horizonte;Sudeste;2024-01-31
859;Casa Nova Era 859;Serviços;MEI;Enterprise;SP;São Paulo;Sudeste;2023-02-16
860;Mercadinho Central 860;Varejo;Pequena;Standard;SC;Florianópolis;Sul;2022-03-30
861;Espaço Bella 861;Varejo;MEI;Standard;MG;Juiz de Fora;Sudeste;2023-03-25
862;Bar Real 862;Varejo;Média;Standard;MG;Belo Horizonte;Sudeste;2024-10-29
863;Padaria Bom Preço 863;Saúde;Média;Premium;MG;Belo Horizonte;Sudeste;2024-05-14
864;Casa Bella 864;Varejo;Grande;Premium;PA;Belém;Norte;2022-10-11
865;Casa Bella 865;Varejo;MEI;Standard;MS;Campo Grande;Centro-Oeste;2022-11-08
866;Boutique do Bairro 866;Educação;Pequena;Standard;PR;Maringá;Sul;2022-12-23
867;Casa do Bairro 867;Varejo;MEI;Standard;MG;Uberlândia;Sudeste;2023-10-25
868;Center Central 868;Serviços;MEI;Standard;BA;Feira de Santana;Nordeste;2024-02-08
869;Espaço Express 869;Moda e Beleza;MEI;Premium;MA;São Luís;Nordeste;2021-08-09
870;Boutique Aurora 870;Moda e Beleza;MEI;Standard;PR;Curitiba;Sul;2022-12-17
871;Boutique Horizonte 871;Alimentação;MEI;Standard;RJ;Niterói;Sudeste;2023-12-18
872;Loja Real 872;Moda e Beleza;MEI;Premium;SP;Ribeirão Preto;Sudeste;2022-08-26
873;Bar São José 873;Serviços;MEI;Premium;SP;Ribeirão Preto;Sudeste;2021-05-19
874;Mercadinho Prime 874;Serviços;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2021-07-14
875;Empório Central 875;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2022-02-10
876;Salão Nova Era 876;Varejo;MEI;Standard;PR;Londrina;Sul;2023-06-28
877;Empório Bom Preço 877;Serviços;MEI;Premium;SP;Ribeirão Preto;Sudeste;2022-03-27
878;Center Central 878;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2021-10-21
879;Restaurante Bom Preço 879;Educação;Pequena;Standard;DF;Brasília;Centro-Oeste;2021-03-07
880;Studio Vitória 880;Educação;MEI;Standard;AM;Manaus;Norte;2023-04-11
881;Empório Express 881;Varejo;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2024-07-27
882;Padaria Prime 882;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2022-04-28
883;Loja Bom Preço 883;Outros;MEI;Standard;SP;São Paulo;Sudeste;2023-09-30
884;Empório Popular 884;Varejo;MEI;Standard;SP;Santos;Sudeste;2021-10-03
885;Casa Express 885;Serviços;MEI;Standard;PR;Londrina;Sul;2021-03-15
886;Salão Vitória 886;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2023-03-25
887;Ateliê Popular 887;Outros;Grande;Enterprise;PR;Curitiba;Sul;2023-01-30
888;Salão Bom Preço 888;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2022-08-15
889;Salão Horizonte 889;Alimentação;MEI;Standard;SP;Santos;Sudeste;2023-06-23
890;Espaço Horizonte 890;Moda e Beleza;MEI;Standard;MG;Juiz de Fora;Sudeste;2023-09-29
891;Clínica Bella 891;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2021-12-05
892;Restaurante Express 892;Varejo;Média;Standard;RJ;Rio de Janeiro;Sudeste;2023-05-07
893;Oficina São José 893;Serviços;MEI;Standard;SC;Florianópolis;Sul;2024-09-09
894;Oficina Bella 894;Varejo;MEI;Standard;BA;Feira de Santana;Nordeste;2021-05-03
895;Bar Familia 895;Moda e Beleza;Média;Standard;MT;Cuiabá;Centro-Oeste;2023-09-04
896;Clínica do Bairro 896;Educação;MEI;Standard;PR;Curitiba;Sul;2023-07-17
897;Restaurante Popular 897;Serviços;MEI;Standard;RS;Caxias do Sul;Sul;2023-07-08
898;Loja Horizonte 898;Alimentação;Pequena;Standard;PB;João Pessoa;Nordeste;2022-03-15
899;Mercadinho Estrela 899;Varejo;Média;Standard;PE;Olinda;Nordeste;2023-01-02
900;Loja Prime 900;Varejo;MEI;Premium;SP;São Paulo;Sudeste;2021-12-30
901;Salão Estrela 901;Serviços;MEI;Standard;DF;Brasília;Centro-Oeste;2023-07-05
902;Salão Real 902;Alimentação;Média;Standard;PB;João Pessoa;Nordeste;2024-03-04
903;Studio Central 903;Outros;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2022-09-21
904;Ateliê Familia 904;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2023-04-01
905;Boutique Central 905;Varejo;MEI;Standard;MT;Cuiabá;Centro-Oeste;2023-04-23
906;Loja Popular 906;Varejo;MEI;Standard;SP;Campinas;Sudeste;2022-08-11
907;Bar do Bairro 907;Varejo;MEI;Standard;SC;Joinville;Sul;2022-04-14
908;Studio Bella 908;Alimentação;MEI;Premium;BA;Feira de Santana;Nordeste;2022-01-19
909;Clínica do Bairro 909;Serviços;MEI;Standard;PR;Curitiba;Sul;2022-10-30
910;Oficina Aurora 910;Moda e Beleza;MEI;Standard;PE;Recife;Nordeste;2021-05-22
911;Casa Prime 911;Serviços;Pequena;Standard;RJ;Niterói;Sudeste;2022-12-19
912;Salão Horizonte 912;Serviços;MEI;Standard;RJ;Niterói;Sudeste;2024-06-20
913;Mercadinho São José 913;Varejo;Pequena;Premium;MT;Cuiabá;Centro-Oeste;2023-04-05
914;Center Bom Preço 914;Alimentação;Pequena;Premium;PR;Maringá;Sul;2024-07-04
915;Center Popular 915;Saúde;MEI;Standard;PR;Londrina;Sul;2022-05-11
916;Ateliê Prime 916;Alimentação;Média;Premium;RJ;Niterói;Sudeste;2024-04-25
917;Espaço Central 917;Alimentação;Grande;Standard;GO;Anápolis;Centro-Oeste;2021-02-27
918;Restaurante Prime 918;Moda e Beleza;Média;Premium;PR;Curitiba;Sul;2022-12-27
919;Ateliê Familia 919;Alimentação;MEI;Standard;RS;Caxias do Sul;Sul;2022-04-27
920;Clínica Prime 920;Moda e Beleza;Pequena;Premium;PR;Curitiba;Sul;2021-01-29
921;Padaria São José 921;Serviços;MEI;Standard;MG;Belo Horizonte;Sudeste;2022-12-17
922;Bar Central 922;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2022-10-26
923;Ateliê Bella 923;Varejo;MEI;Standard;MG;Belo Horizonte;Sudeste;2022-10-22
924;Oficina Aurora 924;Varejo;Média;Standard;SC;Joinville;Sul;2022-10-26
925;Oficina Familia 925;Varejo;MEI;Standard;ES;Vila Velha;Sudeste;2023-01-07
926;Restaurante Aurora 926;Serviços;MEI;Standard;MG;Uberlândia;Sudeste;2024-04-18
927;Espaço Prime 927;Serviços;MEI;Enterprise;MG;Juiz de Fora;Sudeste;2021-10-08
928;Point Familia 928;Alimentação;Pequena;Standard;RO;Porto Velho;Norte;2023-09-16
929;Center Nova Era 929;Outros;Pequena;Premium;RS;Caxias do Sul;Sul;2021-09-14
930;Ateliê Estrela 930;Serviços;MEI;Premium;SP;Santos;Sudeste;2023-10-13
931;Mercadinho Real 931;Varejo;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2024-08-18
932;Boutique Aurora 932;Saúde;MEI;Premium;SP;Ribeirão Preto;Sudeste;2022-11-22
933;Clínica Central 933;Alimentação;MEI;Premium;RJ;Niterói;Sudeste;2023-07-30
934;Center Bom Preço 934;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2021-09-02
935;Bar Estrela 935;Saúde;Pequena;Standard;RS;Porto Alegre;Sul;2023-08-11
936;Bar Horizonte 936;Varejo;Pequena;Standard;ES;Vitória;Sudeste;2021-03-28
937;Loja Aurora 937;Varejo;MEI;Standard;ES;Vila Velha;Sudeste;2021-04-26
938;Padaria Popular 938;Outros;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2023-08-08
939;Mercadinho Prime 939;Alimentação;MEI;Standard;SP;Santos;Sudeste;2023-03-04
940;Espaço Estrela 940;Varejo;MEI;Standard;SC;Blumenau;Sul;2024-05-05
941;Salão Central 941;Varejo;Pequena;Premium;PA;Belém;Norte;2023-09-17
942;Padaria São José 942;Alimentação;Média;Standard;SP;Ribeirão Preto;Sudeste;2021-04-04
943;Restaurante do Bairro 943;Moda e Beleza;Pequena;Standard;RS;Caxias do Sul;Sul;2022-10-08
944;Clínica Estrela 944;Varejo;Média;Standard;BA;Salvador;Nordeste;2022-12-13
945;Studio Horizonte 945;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2021-08-02
946;Clínica Popular 946;Moda e Beleza;MEI;Standard;PR;Curitiba;Sul;2021-09-19
947;Salão Horizonte 947;Outros;MEI;Enterprise;ES;Vitória;Sudeste;2023-10-17
948;Restaurante Central 948;Moda e Beleza;Pequena;Standard;RJ;Niterói;Sudeste;2024-05-26
949;Studio Prime 949;Moda e Beleza;Pequena;Premium;MG;Belo Horizonte;Sudeste;2022-12-11
950;Mercadinho Familia 950;Moda e Beleza;Média;Standard;PR;Curitiba;Sul;2024-10-28
951;Salão Familia 951;Alimentação;Média;Standard;SP;Santos;Sudeste;2023-04-02
952;Clínica Bella 952;Alimentação;Pequena;Standard;SP;Campinas;Sudeste;2023-09-07
953;Studio Prime 953;Varejo;Média;Standard;MT;Cuiabá;Centro-Oeste;2023-03-21
954;Loja Central 954;Varejo;MEI;Standard;RS;Caxias do Sul;Sul;2024-10-22
955;Espaço Real 955;Moda e Beleza;MEI;Standard;SC;Blumenau;Sul;2021-09-02
956;Oficina Familia 956;Serviços;MEI;Premium;PR;Londrina;Sul;2023-04-05
957;Padaria Real 957;Alimentação;MEI;Standard;RO;Porto Velho;Norte;2022-07-02
958;Studio Familia 958;Educação;Pequena;Standard;RJ;Niterói;Sudeste;2023-02-14
959;Oficina Central 959;Varejo;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2022-09-14
960;Empório Horizonte 960;Moda e Beleza;Média;Standard;DF;Brasília;Centro-Oeste;2023-05-17
961;Casa Aurora 961;Serviços;Pequena;Standard;MA;São Luís;Nordeste;2024-02-18
962;Studio Bom Preço 962;Varejo;Pequena;Premium;SC;Joinville;Sul;2021-10-09
963;Mercadinho do Bairro 963;Varejo;Média;Standard;MS;Campo Grande;Centro-Oeste;2024-05-09
964;Center Real 964;Varejo;MEI;Standard;PB;João Pessoa;Nordeste;2022-10-26
965;Restaurante Familia 965;Moda e Beleza;MEI;Standard;PR;Maringá;Sul;2023-08-13
966;Salão Bom Preço 966;Saúde;Média;Premium;SP;Campinas;Sudeste;2023-03-07
967;Center Bom Preço 967;Alimentação;Pequena;Standard;GO;Goiânia;Centro-Oeste;2024-10-30
968;Salão Bella 968;Varejo;Média;Standard;RS;Caxias do Sul;Sul;2021-04-06
969;Bar São José 969;Alimentação;MEI;Premium;DF;Brasília;Centro-Oeste;2023-09-21
970;Salão Bella 970;Serviços;Grande;Premium;PR;Londrina;Sul;2021-12-06
971;Point Prime 971;Alimentação;Pequena;Standard;SP;Campinas;Sudeste;2023-09-29
972;Loja São José 972;Varejo;MEI;Standard;RJ;Duque de Caxias;Sudeste;2022-08-28
973;Center Real 973;Varejo;Pequena;Standard;SC;Florianópolis;Sul;2023-10-13
974;Point Familia 974;Serviços;MEI;Standard;SP;Santos;Sudeste;2024-06-07
975;Boutique Bom Preço 975;Moda e Beleza;Média;Standard;PR;Curitiba;Sul;2022-12-22
976;Oficina São José 976;Serviços;MEI;Premium;BA;Feira de Santana;Nordeste;2021-08-04
977;Salão São José 977;Serviços;MEI;Standard;PR;Londrina;Sul;2023-05-07
978;Clínica Real 978;Varejo;Pequena;Premium;PE;Recife;Nordeste;2021-09-10
979;Center Aurora 979;Varejo;MEI;Standard;PE;Olinda;Nordeste;2024-06-20
980;Loja Bom Preço 980;Alimentação;Média;Standard;MS;Campo Grande;Centro-Oeste;2023-04-14
981;Oficina Central 981;Varejo;Pequena;Standard;MG;Belo Horizonte;Sudeste;2023-05-28
982;Ateliê Central 982;Serviços;MEI;Standard;CE;Fortaleza;Nordeste;2021-12-26
983;Clínica Estrela 983;Alimentação;MEI;Standard;PR;Curitiba;Sul;2021-12-02
984;Salão Nova Era 984;Alimentação;MEI;Standard;SC;Florianópolis;Sul;2021-11-16
985;Salão Nova Era 985;Varejo;MEI;Premium;SP;Campinas;Sudeste;2024-01-26
986;Padaria Bom Preço 986;Serviços;MEI;Premium;MG;Belo Horizonte;Sudeste;2024-03-09
987;Center Familia 987;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2022-01-21
988;Espaço Popular 988;Educação;MEI;Standard;GO;Anápolis;Centro-Oeste;2022-03-17
989;Bar São José 989;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2021-07-03
990;Clínica Bella 990;Serviços;Pequena;Standard;PA;Belém;Norte;2024-03-24
991;Espaço Express 991;Varejo;Pequena;Standard;RJ;Niterói;Sudeste;2023-09-13
992;Padaria Nova Era 992;Alimentação;MEI;Enterprise;MG;Uberlândia;Sudeste;2024-02-28
993;Restaurante Estrela 993;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-10-29
994;Padaria Popular 994;Educação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-10-19
995;Casa Horizonte 995;Alimentação;Pequena;Standard;SP;São Paulo;Sudeste;2024-06-11
996;Ateliê Bella 996;Outros;MEI;Standard;MA;São Luís;Nordeste;2021-11-29
997;Mercadinho do Bairro 997;Varejo;Média;Standard;CE;Juazeiro do Norte;Nordeste;2022-04-03
998;Center Horizonte 998;Alimentação;MEI;Standard;SP;Santos;Sudeste;2023-12-22
999;Padaria do Bairro 999;Outros;MEI;Standard;PB;João Pessoa;Nordeste;2021-01-23
1000;Studio São José 1000;Alimentação;Média;Premium;PR;Maringá;Sul;2022-05-16
1001;Boutique Horizonte 1001;Alimentação;Pequena;Standard;SP;São Paulo;Sudeste;2021-01-12
1002;Clínica do Bairro 1002;Alimentação;MEI;Premium;MG;Juiz de Fora;Sudeste;2021-07-02
1003;Bar do Bairro 1003;Serviços;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2024-09-25
1004;Restaurante Central 1004;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2021-06-20
1005;Ateliê Aurora 1005;Varejo;MEI;Standard;PE;Recife;Nordeste;2024-09-03
1006;Bar Prime 1006;Saúde;MEI;Premium;PB;João Pessoa;Nordeste;2023-12-18
1007;Loja Familia 1007;Varejo;MEI;Premium;BA;Feira de Santana;Nordeste;2023-06-14
1008;Mercadinho Express 1008;Alimentação;MEI;Standard;RS;Porto Alegre;Sul;2022-03-20
1009;Restaurante Popular 1009;Moda e Beleza;MEI;Standard;RS;Caxias do Sul;Sul;2024-07-12
1010;Point Aurora 1010;Outros;MEI;Standard;SP;Campinas;Sudeste;2021-03-10
1011;Empório São José 1011;Outros;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2022-10-08
1012;Boutique São José 1012;Serviços;MEI;Standard;SP;Santos;Sudeste;2022-02-01
1013;Oficina Estrela 1013;Saúde;Pequena;Premium;SP;Campinas;Sudeste;2022-07-10
1014;Ateliê São José 1014;Outros;MEI;Standard;BA;Feira de Santana;Nordeste;2021-02-04
1015;Studio Popular 1015;Varejo;Pequena;Premium;MA;São Luís;Nordeste;2021-10-24
1016;Empório Prime 1016;Serviços;MEI;Premium;SC;Joinville;Sul;2021-02-21
1017;Espaço Express 1017;Alimentação;Pequena;Standard;SP;Campinas;Sudeste;2022-03-07
1018;Oficina Aurora 1018;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2024-02-24
1019;Salão Familia 1019;Moda e Beleza;Grande;Standard;CE;Fortaleza;Nordeste;2023-01-29
1020;Boutique Bom Preço 1020;Educação;Pequena;Premium;PR;Curitiba;Sul;2023-12-12
1021;Salão Familia 1021;Alimentação;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2022-07-19
1022;Loja Nova Era 1022;Alimentação;MEI;Standard;PA;Belém;Norte;2021-10-23
1023;Boutique Estrela 1023;Serviços;Média;Enterprise;MG;Juiz de Fora;Sudeste;2022-05-29
1024;Bar Familia 1024;Alimentação;Média;Standard;BA;Feira de Santana;Nordeste;2023-07-01
1025;Casa Aurora 1025;Outros;Média;Standard;SP;Santos;Sudeste;2021-04-13
1026;Loja Estrela 1026;Alimentação;MEI;Standard;PR;Maringá;Sul;2023-08-03
1027;Clínica Aurora 1027;Alimentação;MEI;Standard;SC;Joinville;Sul;2023-06-26
1028;Salão Express 1028;Moda e Beleza;MEI;Standard;RS;Porto Alegre;Sul;2024-08-06
1029;Point Familia 1029;Alimentação;MEI;Standard;PB;João Pessoa;Nordeste;2022-05-27
1030;Oficina Aurora 1030;Alimentação;MEI;Standard;ES;Vila Velha;Sudeste;2022-01-17
1031;Oficina do Bairro 1031;Alimentação;Pequena;Standard;SP;Santos;Sudeste;2024-10-02
1032;Padaria Horizonte 1032;Varejo;MEI;Standard;SP;Campinas;Sudeste;2021-11-06
1033;Empório Bella 1033;Outros;Média;Standard;RJ;Niterói;Sudeste;2023-11-17
1034;Bar Bella 1034;Moda e Beleza;Pequena;Standard;ES;Vitória;Sudeste;2022-03-10
1035;Center Familia 1035;Alimentação;Média;Premium;SP;São Paulo;Sudeste;2021-06-05
1036;Casa Nova Era 1036;Varejo;Pequena;Premium;SC;Joinville;Sul;2021-05-31
1037;Espaço Vitória 1037;Varejo;MEI;Standard;ES;Vitória;Sudeste;2023-06-17
1038;Ateliê Popular 1038;Moda e Beleza;MEI;Standard;RJ;Duque de Caxias;Sudeste;2024-02-09
1039;Loja Bom Preço 1039;Varejo;MEI;Standard;RJ;Niterói;Sudeste;2023-08-07
1040;Boutique Central 1040;Varejo;MEI;Premium;SP;Santos;Sudeste;2021-07-19
1041;Center Bella 1041;Varejo;Pequena;Premium;DF;Brasília;Centro-Oeste;2023-12-20
1042;Ateliê Estrela 1042;Alimentação;MEI;Premium;RJ;Niterói;Sudeste;2024-10-26
1043;Restaurante Bom Preço 1043;Alimentação;MEI;Premium;BA;Salvador;Nordeste;2024-01-17
1044;Studio Bella 1044;Serviços;MEI;Standard;MG;Belo Horizonte;Sudeste;2024-04-10
1045;Padaria Central 1045;Saúde;Grande;Standard;PR;Curitiba;Sul;2023-12-05
1046;Mercadinho do Bairro 1046;Varejo;MEI;Standard;MG;Belo Horizonte;Sudeste;2022-04-24
1047;Bar Bella 1047;Varejo;MEI;Premium;MG;Juiz de Fora;Sudeste;2022-10-09
1048;Oficina Aurora 1048;Educação;MEI;Standard;RS;Porto Alegre;Sul;2021-12-11
1049;Restaurante Estrela 1049;Serviços;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2022-08-09
1050;Padaria Central 1050;Varejo;Pequena;Standard;PR;Curitiba;Sul;2022-09-18
1051;Salão Central 1051;Moda e Beleza;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-12-19
1052;Studio Central 1052;Educação;MEI;Standard;RJ;Duque de Caxias;Sudeste;2022-07-28
1053;Clínica Vitória 1053;Saúde;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2022-05-01
1054;Espaço Nova Era 1054;Varejo;MEI;Premium;RS;Caxias do Sul;Sul;2021-07-03
1055;Espaço Central 1055;Varejo;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-03-26
1056;Center Familia 1056;Varejo;MEI;Standard;GO;Goiânia;Centro-Oeste;2023-05-14
1057;Point Bom Preço 1057;Alimentação;Média;Standard;MG;Uberlândia;Sudeste;2022-10-26
1058;Restaurante São José 1058;Varejo;Média;Standard;AM;Manaus;Norte;2022-08-04
1059;Bar Aurora 1059;Educação;MEI;Standard;PR;Maringá;Sul;2023-08-05
1060;Loja Vitória 1060;Serviços;MEI;Premium;RS;Porto Alegre;Sul;2022-01-17
1061;Espaço Horizonte 1061;Alimentação;MEI;Standard;RS;Porto Alegre;Sul;2024-08-21
1062;Salão Real 1062;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2021-01-09
1063;Oficina Horizonte 1063;Alimentação;Grande;Premium;RS;Caxias do Sul;Sul;2021-11-04
1064;Mercadinho Prime 1064;Moda e Beleza;MEI;Premium;PA;Belém;Norte;2023-03-30
1065;Mercadinho do Bairro 1065;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2023-11-22
1066;Casa Aurora 1066;Alimentação;MEI;Standard;DF;Brasília;Centro-Oeste;2022-01-19
1067;Ateliê Express 1067;Moda e Beleza;Pequena;Standard;PR;Maringá;Sul;2021-08-09
1068;Salão Prime 1068;Alimentação;Pequena;Premium;SP;Campinas;Sudeste;2021-10-20
1069;Empório Horizonte 1069;Serviços;MEI;Standard;MG;Juiz de Fora;Sudeste;2021-09-08
1070;Padaria Nova Era 1070;Alimentação;Média;Standard;BA;Salvador;Nordeste;2022-12-25
1071;Mercadinho Familia 1071;Varejo;MEI;Standard;SP;São Paulo;Sudeste;2024-06-17
1072;Casa Real 1072;Varejo;Pequena;Premium;BA;Salvador;Nordeste;2023-02-12
1073;Espaço Nova Era 1073;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2024-03-23
1074;Clínica do Bairro 1074;Serviços;MEI;Standard;MT;Cuiabá;Centro-Oeste;2024-01-06
1075;Padaria Horizonte 1075;Alimentação;Pequena;Standard;PE;Recife;Nordeste;2022-07-18
1076;Casa São José 1076;Varejo;Média;Standard;SP;São Paulo;Sudeste;2021-01-16
1077;Casa Prime 1077;Alimentação;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-04-08
1078;Empório Vitória 1078;Varejo;Pequena;Standard;RS;Porto Alegre;Sul;2021-07-12
1079;Salão do Bairro 1079;Moda e Beleza;MEI;Standard;BA;Salvador;Nordeste;2021-07-01
1080;Restaurante Nova Era 1080;Serviços;MEI;Standard;ES;Vila Velha;Sudeste;2024-08-21
1081;Salão Central 1081;Moda e Beleza;MEI;Premium;PR;Maringá;Sul;2024-04-17
1082;Boutique Central 1082;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2023-07-16
1083;Loja do Bairro 1083;Alimentação;MEI;Standard;RS;Caxias do Sul;Sul;2021-12-07
1084;Espaço do Bairro 1084;Serviços;MEI;Standard;PR;Curitiba;Sul;2023-03-29
1085;Salão São José 1085;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2023-11-30
1086;Loja Prime 1086;Moda e Beleza;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2023-04-24
1087;Mercadinho Bella 1087;Alimentação;Grande;Standard;BA;Feira de Santana;Nordeste;2024-10-19
1088;Loja Vitória 1088;Varejo;Pequena;Standard;MG;Belo Horizonte;Sudeste;2022-01-28
1089;Studio Familia 1089;Alimentação;Média;Premium;SP;Ribeirão Preto;Sudeste;2023-09-24
1090;Empório Prime 1090;Varejo;Média;Premium;RJ;Duque de Caxias;Sudeste;2022-11-29
1091;Center Central 1091;Moda e Beleza;MEI;Standard;SC;Blumenau;Sul;2022-09-30
1092;Espaço Estrela 1092;Alimentação;MEI;Enterprise;SP;São Paulo;Sudeste;2021-10-31
1093;Center Familia 1093;Moda e Beleza;Pequena;Standard;RJ;Rio de Janeiro;Sudeste;2023-04-01
1094;Boutique Popular 1094;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2024-07-11
1095;Espaço Estrela 1095;Alimentação;MEI;Standard;GO;Anápolis;Centro-Oeste;2023-07-08
1096;Studio Horizonte 1096;Alimentação;Pequena;Standard;BA;Feira de Santana;Nordeste;2022-11-10
1097;Oficina Horizonte 1097;Varejo;Pequena;Standard;CE;Fortaleza;Nordeste;2023-12-29
1098;Boutique do Bairro 1098;Serviços;MEI;Premium;BA;Feira de Santana;Nordeste;2022-05-24
1099;Boutique Estrela 1099;Serviços;Grande;Standard;SP;São Paulo;Sudeste;2023-02-15
1100;Loja Familia 1100;Moda e Beleza;Pequena;Standard;SC;Blumenau;Sul;2024-01-26
1101;Clínica Bella 1101;Saúde;MEI;Enterprise;SP;Ribeirão Preto;Sudeste;2023-05-26
