maquininha_id;lojista_id;modelo;data_ativacao;status
991;746;Modelo Pro c/ Impressora;2021-03-07;Inativa
992;747;Modelo Pro c/ Impressora;2021-09-11;Ativa
993;748;Modelo Chip Básico;2022-05-07;Ativa
994;749;Modelo Pro c/ Impressora;2021-01-17;Inativa
995;750;Modelo Pro c/ Impressora;2024-06-15;Ativa
996;751;Modelo Chip Básico;2022-02-22;Ativa
997;752;Modelo Chip Básico;2024-08-28;Ativa
998;753;Modelo Chip Básico;2023-01-07;Ativa
999;754;Modelo Chip Básico;2022-09-18;Ativa
1000;754;Modelo Pro c/ Impressora;2022-09-11;Ativa
1001;755;Modelo Pro c/ Impressora;2023-10-20;Ativa
1002;755;Modelo Smart Android;2023-10-29;Inativa
1003;756;Modelo Chip Básico;2021-06-08;Ativa
1004;757;Modelo Chip Básico;2022-08-02;Inativa
1005;757;Modelo Pro c/ Impressora;2022-08-07;Inativa
1006;758;Modelo Smart Android;2022-12-24;Ativa
1007;759;Modelo Smart Android;2023-05-17;Ativa
1008;760;Modelo Chip Básico;2021-11-27;Inativa
1009;761;Modelo Smart Android;2022-05-09;Ativa
1010;762;Modelo Chip Básico;2021-08-07;Inativa
1011;763;Modelo Chip Básico;2022-10-01;Ativa
1012;764;Modelo Pro c/ Impressora;2021-12-16;Ativa
1013;765;Modelo Chip Básico;2021-03-15;Inativa
1014;766;Modelo Chip Básico;2021-03-04;Inativa
1015;767;Modelo Pro c/ Impressora;2024-02-22;Ativa
1016;767;Modelo Chip Básico;2024-02-18;Ativa
1017;768;Modelo Chip Básico;2023-03-02;Ativa
1018;768;Modelo Smart Android;2023-03-06;Ativa
1019;768;Modelo Chip Básico;2023-02-25;Bloqueada
1020;768;Modelo Chip Básico;2023-03-07;Ativa
1021;768;Modelo Chip Básico;2023-02-22;Inativa
1022;769;Modelo Smart Android;2022-01-05;Inativa
1023;770;Modelo Smart Android;2022-10-02;Ativa
1024;771;Modelo Pro c/ Impressora;2024-01-17;Ativa
1025;772;Modelo Smart Android;2024-09-18;Bloqueada
1026;773;Modelo Smart Android;2021-09-04;Inativa
1027;773;Modelo Chip Básico;2021-09-09;Ativa
1028;774;Modelo Smart Android;2024-08-05;Ativa
1029;774;Modelo Chip Básico;2024-08-05;Bloqueada
1030;775;Modelo Chip Básico;2022-03-10;Ativa
1031;776;Modelo Pro c/ Impressora;2023-11-20;Ativa
1032;776;Modelo Chip Básico;2023-11-11;Inativa
1033;777;Modelo Pro c/ Impressora;2021-11-29;Inativa
1034;778;Modelo Chip Básico;2023-10-13;Ativa
1035;779;Modelo Pro c/ Impressora;2021-02-16;Bloqueada
1036;779;Modelo Chip Básico;2021-02-22;Ativa
1037;780;Modelo Smart Android;2023-03-14;Ativa
1038;780;Modelo Chip Básico;2023-03-19;Ativa
1039;781;Modelo Chip Básico;2022-09-23;Inativa
1040;781;Modelo Smart Android;2022-09-29;Inativa
1041;781;Modelo Chip Básico;2022-09-29;Bloqueada
1042;781;Modelo Chip Básico;2022-09-16;Ativa
1043;782;Modelo Pro c/ Impressora;2024-07-22;Ativa
1044;783;Modelo Pro c/ Impressora;2023-04-25;Ativa
1045;783;Modelo Chip Básico;2023-04-15;Ativa
1046;784;Modelo Pro c/ Impressora;2022-06-24;Ativa
1047;785;Modelo Chip Básico;2021-02-13;Ativa
1048;786;Modelo Pro c/ Impressora;2022-10-26;Ativa
1049;787;Modelo Pro c/ Impressora;2023-10-31;Ativa
1050;788;Modelo Chip Básico;2023-02-09;Ativa
1051;789;Modelo Chip Básico;2022-10-09;Inativa
1052;790;Modelo Chip Básico;2024-04-26;Ativa
1053;791;Modelo Chip Básico;2022-09-05;Ativa
1054;792;Modelo Chip Básico;2023-01-04;Ativa
1055;792;Modelo Chip Básico;2022-12-28;Bloqueada
1056;793;Modelo Pro c/ Impressora;2023-03-10;Ativa
1057;793;Modelo Chip Básico;2023-03-17;Bloqueada
1058;793;Modelo Chip Básico;2023-03-13;Ativa
1059;794;Modelo Smart Android;2024-03-23;Ativa
1060;795;Modelo Smart Android;2022-08-15;Ativa
1061;796;Modelo Chip Básico;2022-01-03;Ativa
1062;796;Modelo Pro c/ Impressora;2021-12-26;Ativa
1063;797;Modelo Pro c/ Impressora;2024-10-23;Inativa
1064;797;Modelo Smart Android;2024-10-20;Ativa
1065;798;Modelo Pro c/ Impressora;2022-07-05;Ativa
1066;799;Modelo Pro c/ Impressora;2022-11-08;Ativa
1067;800;Modelo Smart Android;2024-10-28;Ativa
1068;800;Modelo Chip Básico;2024-11-08;Inativa
1069;800;Modelo Chip Básico;2024-10-28;Inativa
1070;801;Modelo Chip Básico;2022-09-11;Bloqueada
1071;802;Modelo Pro c/ Impressora;2024-08-10;Ativa
1072;803;Modelo Chip Básico;2021-01-30;Bloqueada
1073;804;Modelo Pro c/ Impressora;2024-06-11;Inativa
1074;805;Modelo Chip Básico;2023-10-28;Ativa
1075;805;Modelo Chip Básico;2023-10-16;Bloqueada
1076;806;Modelo Pro c/ Impressora;2022-10-02;Inativa
1077;807;Modelo Smart Android;2023-11-25;Bloqueada
1078;808;Modelo Pro c/ Impressora;2024-09-18;Ativa
1079;809;Modelo Chip Básico;2023-06-28;Inativa
1080;810;Modelo Pro c/ Impressora;2022-02-01;Ativa
1081;811;Modelo Pro c/ Impressora;2022-08-29;Ativa
1082;812;Modelo Chip Básico;2024-04-25;Ativa
1083;813;Modelo Chip Básico;2023-08-11;Bloqueada
1084;814;Modelo Pro c/ Impressora;2024-05-27;Ativa
1085;814;Modelo Pro c/ Impressora;2024-05-15;Ativa
1086;814;Modelo Smart Android;2024-05-29;Ativa
1087;815;Modelo Chip Básico;2022-04-25;Inativa
1088;816;Modelo Chip Básico;2021-07-01;Bloqueada
1089;817;Modelo Pro c/ Impressora;2022-06-21;Bloqueada
1090;817;Modelo Pro c/ Impressora;2022-06-14;Ativa
1091;818;Modelo Chip Básico;2022-04-02;Ativa
1092;819;Modelo Chip Básico;2023-12-14;Inativa
1093;820;Modelo Chip Básico;2021-05-13;Bloqueada
1094;821;Modelo Smart Android;2021-12-09;Ativa
1095;822;Modelo Chip Básico;2023-11-20;Inativa
1096;823;Modelo Chip Básico;2024-10-20;Bloqueada
1097;824;Modelo Smart Android;2023-08-29;Inativa
1098;825;Modelo Pro c/ Impressora;2024-09-02;Ativa
1099;826;Modelo Chip Básico;2024-10-23;Bloqueada
1100;826;Modelo Chip Básico;2024-11-02;Bloqueada
1101;827;Modelo Pro c/ Impressora;2023-03-06;Ativa
1102;828;Modelo Chip Básico;2022-12-29;Inativa
1103;829;Modelo Smart Android;2023-02-06;Ativa
1104;830;Modelo Smart Android;2024-08-14;Ativa
1105;831;Modelo Smart Android;2024-01-25;Inativa
1106;831;Modelo Smart Android;2024-01-25;Bloqueada
1107;832;Modelo Pro c/ Impressora;2022-09-24;Inativa
1108;832;Modelo Chip Básico;2022-09-24;Ativa
1109;832;Modelo Chip Básico;2022-09-15;Inativa
1110;833;Modelo Pro c/ Impressora;2023-12-08;Ativa
1111;834;Modelo Smart Android;2022-03-17;Ativa
1112;835;Modelo Smart Android;2022-02-13;Ativa
1113;836;Modelo Pro c/ Impressora;2022-01-30;Bloqueada
1114;836;Modelo Pro c/ Impressora;2022-01-30;Ativa
1115;836;Modelo Smart Android;2022-02-05;Ativa
1116;836;Modelo Chip Básico;2022-01-27;Ativa
1117;836;Modelo Pro c/ Impressora;2022-01-25;Ativa
1118;837;Modelo Chip Básico;2024-03-14;Inativa
1119;838;Modelo Smart Android;2022-12-29;Inativa
1120;838;Modelo Chip Básico;2023-01-01;Ativa
1121;839;Modelo Chip Básico;2022-05-15;Ativa
1122;840;Modelo Smart Android;2022-11-29;Ativa
1123;841;Modelo Pro c/ Impressora;2022-05-18;Ativa
1124;841;Modelo Chip Básico;2022-05-28;Ativa
1125;841;Modelo Chip Básico;2022-05-26;Bloqueada
1126;842;Modelo Smart Android;2023-01-07;Ativa
1127;843;Modelo Pro c/ Impressora;2024-03-02;Inativa
1128;844;Modelo Pro c/ Impressora;2021-08-12;Ativa
1129;845;Modelo Smart Android;2021-04-19;Inativa
1130;846;Modelo Pro c/ Impressora;2022-03-20;Ativa
1131;847;Modelo Pro c/ Impressora;2024-03-23;Ativa
1132;848;Modelo Chip Básico;2021-07-19;Bloqueada
1133;849;Modelo Chip Básico;2023-06-14;Ativa
1134;849;Modelo Smart Android;2023-06-07;Ativa
1135;850;Modelo Pro c/ Impressora;2023-12-16;Ativa
1136;851;Modelo Chip Básico;2023-06-23;Ativa
1137;852;Modelo Chip Básico;2023-06-04;Inativa
1138;853;Modelo Chip Básico;2023-12-04;Inativa
1139;853;Modelo Chip Básico;2023-12-01;Ativa
1140;854;Modelo Pro c/ Impressora;2024-01-20;Ativa
1141;855;Modelo Chip Básico;2023-06-21;Ativa
1142;856;Modelo Chip Básico;2023-09-17;Ativa
1143;857;Modelo Pro c/ Impressora;2022-06-28;Ativa
1144;858;Modelo Chip Básico;2024-02-09;Ativa
1145;859;Modelo Pro c/ Impressora;2023-02-17;Ativa
1146;860;Modelo Pro c/ Impressora;2022-04-08;Bloqueada
1147;860;Modelo Chip Básico;2022-04-03;Inativa
1148;861;Modelo Pro c/ Impressora;2023-04-06;Ativa
1149;862;Modelo Pro c/ Impressora;2024-10-29;Ativa
1150;863;Modelo Pro c/ Impressora;2024-05-15;Inativa
1151;864;Modelo Pro c/ Impressora;2022-10-17;Ativa
1152;864;Modelo Pro c/ Impressora;2022-10-20;Ativa
1153;864;Modelo Chip Básico;2022-10-24;Inativa
1154;864;Modelo Chip Básico;2022-10-25;Bloqueada
1155;864;Modelo Pro c/ Impressora;2022-10-14;Ativa
1156;865;Modelo Chip Básico;2022-11-09;Bloqueada
1157;866;Modelo Pro c/ Impressora;2022-12-26;Ativa
1158;867;Modelo Chip Básico;2023-11-06;Ativa
1159;868;Modelo Chip Básico;2024-02-18;Bloqueada
1160;869;Modelo Chip Básico;2021-08-14;Ativa
1161;870;Modelo Pro c/ Impressora;2022-12-30;Ativa
1162;871;Modelo Smart Android;2024-01-01;Ativa
1163;872;Modelo Pro c/ Impressora;2022-09-02;Ativa
1164;873;Modelo Pro c/ Impressora;2021-06-01;Ativa
1165;874;Modelo Chip Básico;2021-07-17;Inativa
1166;874;Modelo Smart Android;2021-07-15;Inativa
1167;875;Modelo Chip Básico;2022-02-21;Bloqueada
1168;876;Modelo Pro c/ Impressora;2023-07-05;Inativa
1169;877;Modelo Chip Básico;2022-04-01;Ativa
1170;878;Modelo Chip Básico;2021-10-31;Ativa
1171;879;Modelo Chip Básico;2021-03-17;Ativa
1172;879;Modelo Pro c/ Impressora;2021-03-17;Inativa
1173;880;Modelo Smart Android;2023-04-22;Ativa
1174;881;Modelo Smart Android;2024-08-07;Ativa
1175;881;Modelo Smart Android;2024-08-05;Ativa
1176;882;Modelo Smart Android;2022-05-12;Ativa
1177;883;Modelo Pro c/ Impressora;2023-10-14;Ativa
1178;884;Modelo Smart Android;2021-10-10;Ativa
1179;885;Modelo Chip Básico;2021-03-27;Inativa
1180;886;Modelo Chip Básico;2023-03-29;Ativa
1181;887;Modelo Chip Básico;2023-02-03;Ativa
1182;887;Modelo Pro c/ Impressora;2023-01-30;Ativa
1183;887;Modelo Smart Android;2023-02-06;Ativa
1184;887;Modelo Chip Básico;2023-01-30;Ativa
1185;887;Modelo Pro c/ Impressora;2023-02-11;Ativa
1186;888;Modelo Pro c/ Impressora;2022-08-18;Ativa
1187;889;Modelo Smart Android;2023-07-02;Inativa
1188;890;Modelo Pro c/ Impressora;2023-10-03;Ativa
1189;891;Modelo Smart Android;2021-12-13;Inativa
1190;892;Modelo Smart Android;2023-05-13;Ativa
1191;892;Modelo Pro c/ Impressora;2023-05-20;Ativa
1192;893;Modelo Chip Básico;2024-09-20;Inativa
1193;894;Modelo Chip Básico;2021-05-10;Inativa
1194;895;Modelo Chip Básico;2023-09-14;Ativa
1195;895;Modelo Smart Android;2023-09-10;Ativa
1196;896;Modelo Smart Android;2023-07-21;Ativa
1197;897;Modelo Chip Básico;2023-07-16;Ativa
1198;898;Modelo Pro c/ Impressora;2022-03-21;Ativa
1199;898;Modelo Pro c/ Impressora;2022-03-19;Bloqueada
1200;899;Modelo Chip Básico;2023-01-14;Ativa
1201;899;Modelo Chip Básico;2023-01-11;Ativa
1202;900;Modelo Chip Básico;2021-12-31;Inativa
1203;901;Modelo Pro c/ Impressora;2023-07-05;Bloqueada
1204;902;Modelo Pro c/ Impressora;2024-03-15;Ativa
1205;903;Modelo Chip Básico;2022-09-23;Ativa
1206;904;Modelo Chip Básico;2023-04-10;Ativa
1207;905;Modelo Smart Android;2023-04-23;Ativa
1208;906;Modelo Chip Básico;2022-08-18;Bloqueada
1209;907;Modelo Chip Básico;2022-04-14;Ativa
1210;908;Modelo Chip Básico;2022-01-26;Ativa
1211;909;Modelo Smart Android;2022-11-12;Inativa
1212;910;Modelo Pro c/ Impressora;2021-05-23;Ativa
1213;911;Modelo Pro c/ Impressora;2022-12-24;Ativa
1214;912;Modelo Chip Básico;2024-06-23;Ativa
1215;913;Modelo Smart Android;2023-04-16;Bloqueada
1216;913;Modelo Smart Android;2023-04-07;Ativa
1217;914;Modelo Smart Android;2024-07-15;Ativa
1218;914;Modelo Chip Básico;2024-07-04;Ativa
1219;915;Modelo Smart Android;2022-05-14;Bloqueada
1220;916;Modelo Smart Android;2024-05-03;Ativa
1221;916;Modelo Smart Android;2024-05-01;Ativa
1222;916;Modelo Chip Básico;2024-04-27;Ativa
1223;917;Modelo Smart Android;2021-03-10;Ativa
1224;917;Modelo Chip Básico;2021-03-03;Inativa
1225;917;Modelo Chip Básico;2021-03-05;Ativa
1226;917;Modelo Chip Básico;2021-03-11;Inativa
1227;917;Modelo Chip Básico;2021-03-01;Bloqueada
1228;918;Modelo Smart Android;2023-01-06;Ativa
1229;918;Modelo Chip Básico;2022-12-31;Bloqueada
1230;918;Modelo Pro c/ Impressora;2023-01-01;Ativa
1231;919;Modelo Chip Básico;2022-05-08;Bloqueada
1232;920;Modelo Chip Básico;2021-02-08;Bloqueada
1233;920;Modelo Chip Básico;2021-01-30;Ativa
1234;921;Modelo Chip Básico;2022-12-20;Inativa
1235;922;Modelo Chip Básico;2022-11-09;Ativa
1236;923;Modelo Pro c/ Impressora;2022-10-30;Ativa
1237;924;Modelo Chip Básico;2022-11-07;Ativa
1238;925;Modelo Smart Android;2023-01-20;Inativa
1239;926;Modelo Chip Básico;2024-05-02;Ativa
1240;927;Modelo Pro c/ Impressora;2021-10-11;Bloqueada
1241;928;Modelo Chip Básico;2023-09-23;Ativa
1242;929;Modelo Smart Android;2021-09-23;Ativa
1243;930;Modelo Smart Android;2023-10-16;Bloqueada
1244;931;Modelo Chip Básico;2024-08-29;Ativa
1245;932;Modelo Chip Básico;2022-11-28;Ativa
1246;933;Modelo Pro c/ Impressora;2023-08-12;Ativa
1247;934;Modelo Pro c/ Impressora;2021-09-02;Ativa
1248;934;Modelo Smart Android;2021-09-10;Bloqueada
1249;935;Modelo Pro c/ Impressora;2023-08-22;Bloqueada
1250;936;Modelo Chip Básico;2021-04-02;Ativa
1251;937;Modelo Pro c/ Impressora;2021-05-05;Inativa
1252;938;Modelo Chip Básico;2023-08-22;Ativa
1253;938;Modelo Chip Básico;2023-08-12;Bloqueada
1254;939;Modelo Pro c/ Impressora;2023-03-18;Ativa
1255;940;Modelo Pro c/ Impressora;2024-05-12;Ativa
1256;941;Modelo Chip Básico;2023-10-01;Ativa
1257;941;Modelo Chip Básico;2023-09-23;Ativa
1258;942;Modelo Chip Básico;2021-04-12;Ativa
1259;942;Modelo Pro c/ Impressora;2021-04-14;Ativa
1260;943;Modelo Smart Android;2022-10-13;Ativa
1261;943;Modelo Pro c/ Impressora;2022-10-14;Ativa
1262;944;Modelo Pro c/ Impressora;2022-12-24;Ativa
1263;944;Modelo Chip Básico;2022-12-16;Ativa
1264;944;Modelo Pro c/ Impressora;2022-12-23;Inativa
1265;945;Modelo Chip Básico;2021-08-11;Ativa
1266;946;Modelo Pro c/ Impressora;2021-09-28;Inativa
1267;947;Modelo Pro c/ Impressora;2023-10-20;Ativa
1268;948;Modelo Smart Android;2024-06-03;Ativa
1269;948;Modelo Chip Básico;2024-05-28;Bloqueada
1270;949;Modelo Chip Básico;2022-12-24;Ativa
1271;950;Modelo Chip Básico;2024-11-11;Bloqueada
1272;950;Modelo Chip Básico;2024-11-05;Ativa
1273;950;Modelo Smart Android;2024-11-06;Ativa
1274;951;Modelo Pro c/ Impressora;2023-04-14;Ativa
1275;951;Modelo Smart Android;2023-04-03;Ativa
1276;952;Modelo Smart Android;2023-09-15;Bloqueada
1277;952;Modelo Chip Básico;2023-09-13;Ativa
1278;953;Modelo Pro c/ Impressora;2023-03-26;Bloqueada
1279;953;Modelo Chip Básico;2023-03-22;Ativa
1280;953;Modelo Chip Básico;2023-04-02;Inativa
1281;954;Modelo Pro c/ Impressora;2024-11-01;Ativa
1282;955;Modelo Chip Básico;2021-09-03;Ativa
1283;956;Modelo Pro c/ Impressora;2023-04-07;Ativa
1284;957;Modelo Smart Android;2022-07-03;Ativa
1285;958;Modelo Chip Básico;2023-02-23;Bloqueada
1286;958;Modelo Smart Android;2023-02-15;Ativa
1287;959;Modelo Chip Básico;2022-09-28;Ativa
1288;959;Modelo Chip Básico;2022-09-23;Bloqueada
1289;960;Modelo Smart Android;2023-05-26;Bloqueada
1290;960;Modelo Smart Android;2023-05-17;Ativa
1291;960;Modelo Pro c/ Impressora;2023-05-19;Ativa
1292;961;Modelo Chip Básico;2024-02-19;Bloqueada
1293;962;Modelo Pro c/ Impressora;2021-10-11;Ativa
1294;962;Modelo Smart Android;2021-10-16;Inativa
1295;963;Modelo Pro c/ Impressora;2024-05-13;Inativa
1296;963;Modelo Pro c/ Impressora;2024-05-19;Inativa
1297;964;Modelo Pro c/ Impressora;2022-11-01;Ativa
1298;965;Modelo Pro c/ Impressora;2023-08-13;Ativa
1299;966;Modelo Chip Básico;2023-03-16;Ativa
1300;966;Modelo Pro c/ Impressora;2023-03-15;Ativa
1301;967;Modelo Chip Básico;2024-11-05;Inativa
1302;967;Modelo Chip Básico;2024-11-13;Bloqueada
1303;968;Modelo Chip Básico;2021-04-12;Inativa
1304;968;Modelo Chip Básico;2021-04-07;Ativa
1305;969;Modelo Smart Android;2023-10-03;Inativa
1306;970;Modelo Pro c/ Impressora;2021-12-13;Bloqueada
1307;970;Modelo Smart Android;2021-12-20;Bloqueada
1308;971;Modelo Pro c/ Impressora;2023-10-07;Bloqueada
1309;971;Modelo Smart Android;2023-10-05;Ativa
1310;972;Modelo Smart Android;2022-09-06;Inativa
1311;973;Modelo Chip Básico;2023-10-21;Ativa
1312;973;Modelo Smart Android;2023-10-18;Ativa
1313;974;Modelo Chip Básico;2024-06-16;Bloqueada
1314;975;Modelo Chip Básico;2022-12-22;Ativa
1315;975;Modelo Pro c/ Impressora;2022-12-28;Ativa
1316;976;Modelo Chip Básico;2021-08-05;Ativa
1317;977;Modelo Chip Básico;2023-05-19;Ativa
1318;978;Modelo Pro c/ Impressora;2021-09-23;Bloqueada
1319;979;Modelo Chip Básico;2024-07-01;Bloqueada
1320;980;Modelo Smart Android;2023-04-16;Ativa
1321;981;Modelo Pro c/ Impressora;2023-05-29;Ativa
1322;982;Modelo Chip Básico;2022-01-05;Ativa
1323;983;Modelo Pro c/ Impressora;2021-12-02;Ativa
1324;984;Modelo Chip Básico;2021-11-16;Ativa
1325;985;Modelo Smart Android;2024-02-07;Ativa
1326;986;Modelo Chip Básico;2024-03-14;Bloqueada
1327;987;Modelo Chip Básico;2022-01-28;Ativa
1328;988;Modelo Pro c/ Impressora;2022-03-30;Ativa
1329;989;Modelo Pro c/ Impressora;2021-07-09;Ativa
1330;990;Modelo Pro c/ Impressora;2024-04-07;Bloqueada
1331;991;Modelo Chip Básico;2023-09-16;Ativa
1332;991;Modelo Pro c/ Impressora;2023-09-26;Bloqueada
1333;992;Modelo Chip Básico;2024-03-03;Bloqueada
1334;993;Modelo Pro c/ Impressora;2024-11-04;Ativa
1335;994;Modelo Chip Básico;2024-10-25;Ativa
1336;995;Modelo Pro c/ Impressora;2024-06-23;Bloqueada
1337;996;Modelo Pro c/ Impressora;2021-12-05;Ativa
1338;997;Modelo Chip Básico;2022-04-15;Ativa
1339;998;Modelo Chip Básico;2023-12-26;Ativa
1340;999;Modelo Smart Android;2021-01-28;Ativa
1341;1000;Modelo Smart Android;2022-05-16;Ativa
1342;1001;Modelo Chip Básico;2021-01-18;Ativa
1343;1002;Modelo Chip Básico;2021-07-05;Ativa
1344;1003;Modelo Pro c/ Impressora;2024-10-04;Bloqueada
1345;1004;Modelo Smart Android;2021-07-02;Ativa
1346;1005;Modelo Smart Android;2024-09-10;Ativa
1347;1006;Modelo Chip Básico;2023-12-19;Ativa
1348;1007;Modelo Pro c/ Impressora;2023-06-20;Bloqueada
1349;1008;Modelo Pro c/ Impressora;2022-03-28;Ativa
1350;1009;Modelo Chip Básico;2024-07-25;Bloqueada
1351;1010;Modelo Pro c/ Impressora;2021-03-22;Ativa
1352;1011;Modelo Chip Básico;2022-10-15;Ativa
1353;1012;Modelo Chip Básico;2022-02-05;Ativa
1354;1013;Modelo Pro c/ Impressora;2022-07-12;Ativa
1355;1013;Modelo Pro c/ Impressora;2022-07-23;Ativa
1356;1014;Modelo Smart Android;2021-02-11;Ativa
1357;1015;Modelo Pro c/ Impressora;2021-11-02;Ativa
1358;1015;Modelo Chip Básico;2021-11-03;Inativa
1359;1016;Modelo Smart Android;2021-02-23;Inativa
1360;1017;Modelo Pro c/ Impressora;2022-03-16;Ativa
1361;1017;Modelo Pro c/ Impressora;2022-03-14;Ativa
1362;1018;Modelo Chip Básico;2024-02-29;Ativa
1363;1019;Modelo Chip Básico;2023-01-30;Ativa
1364;1019;Modelo Chip Básico;2023-02-09;Ativa
1365;1020;Modelo Smart Android;2023-12-18;Ativa
1366;1020;Modelo Pro c/ Impressora;2023-12-12;Ativa
1367;1021;Modelo Pro c/ Impressora;2022-08-01;Ativa
1368;1022;Modelo Chip Básico;2021-10-28;Inativa
1369;1023;Modelo Chip Básico;2022-06-03;Inativa
1370;1023;Modelo Chip Básico;2022-06-03;Ativa
1371;1023;Modelo Pro c/ Impressora;2022-05-30;Ativa
1372;1024;Modelo Chip Básico;2023-07-02;Ativa
1373;1025;Modelo Pro c/ Impressora;2021-04-21;Ativa
1374;1025;Modelo Pro c/ Impressora;2021-04-25;Ativa
1375;1025;Modelo Pro c/ Impressora;2021-04-16;Inativa
1376;1026;Modelo Smart Android;2023-08-06;Bloqueada
1377;1027;Modelo Chip Básico;2023-07-01;Ativa
1378;1028;Modelo Smart Android;2024-08-18;Ativa
1379;1029;Modelo Chip Básico;2022-06-05;Ativa
1380;1030;Modelo Pro c/ Impressora;2022-01-19;Inativa
1381;1031;Modelo Chip Básico;2024-10-16;Bloqueada
1382;1031;Modelo Chip Básico;2024-10-06;Bloqueada
1383;1032;Modelo Chip Básico;2021-11-17;Ativa
1384;1033;Modelo Pro c/ Impressora;2023-11-30;Inativa
1385;1033;Modelo Smart Android;2023-11-28;Ativa
1386;1033;Modelo Pro c/ Impressora;2023-11-22;Ativa
1387;1034;Modelo Smart Android;2022-03-22;Ativa
1388;1034;Modelo Chip Básico;2022-03-18;Ativa
1389;1035;Modelo Smart Android;2021-06-10;Ativa
1390;1035;Modelo Smart Android;2021-06-13;Ativa
1391;1035;Modelo Chip Básico;2021-06-11;Ativa
1392;1036;Modelo Pro c/ Impressora;2021-05-31;Inativa
1393;1036;Modelo Chip Básico;2021-06-09;Ativa
1394;1037;Modelo Pro c/ Impressora;2023-06-20;Ativa
1395;1038;Modelo Smart Android;2024-02-20;Ativa
1396;1039;Modelo Smart Android;2023-08-10;Inativa
1397;1040;Modelo Chip Básico;2021-07-21;Ativa
1398;1041;Modelo Chip Básico;2024-01-02;Inativa
1399;1041;Modelo Chip Básico;2024-01-01;Ativa
1400;1042;Modelo Pro c/ Impressora;2024-11-03;Ativa
1401;1043;Modelo Chip Básico;2024-01-25;Ativa
1402;1044;Modelo Chip Básico;2024-04-21;Inativa
1403;1045;Modelo Pro c/ Impressora;2023-12-06;Ativa
1404;1045;Modelo Pro c/ Impressora;2023-12-13;Ativa
1405;1045;Modelo Pro c/ Impressora;2023-12-12;Ativa
1406;1045;Modelo Chip Básico;2023-12-17;Ativa
1407;1046;Modelo Chip Básico;2022-05-06;Inativa
1408;1047;Modelo Pro c/ Impressora;2022-10-16;Bloqueada
1409;1048;Modelo Chip Básico;2021-12-13;Inativa
1410;1049;Modelo Chip Básico;2022-08-10;Inativa
1411;1050;Modelo Chip Básico;2022-10-01;Inativa
1412;1050;Modelo Smart Android;2022-09-20;Ativa
1413;1051;Modelo Chip Básico;2023-12-31;Ativa
1414;1052;Modelo Smart Android;2022-08-08;Ativa
1415;1053;Modelo Smart Android;2022-05-02;Ativa
1416;1054;Modelo Chip Básico;2021-07-10;Ativa
1417;1055;Modelo Smart Android;2023-04-08;Ativa
1418;1056;Modelo Chip Básico;2023-05-21;Bloqueada
1419;1057;Modelo Chip Básico;2022-10-31;Ativa
1420;1057;Modelo Chip Básico;2022-10-30;Ativa
1421;1058;Modelo Smart Android;2022-08-15;Ativa
1422;1059;Modelo Chip Básico;2023-08-17;Inativa
1423;1060;Modelo Pro c/ Impressora;2022-01-20;Inativa
1424;1061;Modelo Chip Básico;2024-08-24;Ativa
1425;1062;Modelo Chip Básico;2021-01-20;Ativa
1426;1063;Modelo Pro c/ Impressora;2021-11-09;Bloqueada
1427;1063;Modelo Pro c/ Impressora;2021-11-05;Ativa
1428;1064;Modelo Pro c/ Impressora;2023-04-11;Bloqueada
1429;1065;Modelo Chip Básico;2023-12-01;Ativa
1430;1066;Modelo Pro c/ Impressora;2022-01-27;Inativa
1431;1067;Modelo Smart Android;2021-08-11;Ativa
1432;1068;Modelo Chip Básico;2021-11-03;Ativa
1433;1069;Modelo Pro c/ Impressora;2021-09-13;Ativa
1434;1070;Modelo Smart Android;2023-01-05;Ativa
1435;1071;Modelo Smart Android;2024-06-17;Ativa
1436;1072;Modelo Chip Básico;2023-02-16;Inativa
1437;1072;Modelo Smart Android;2023-02-14;Inativa
1438;1073;Modelo Pro c/ Impressora;2024-04-04;Bloqueada
1439;1074;Modelo Pro c/ Impressora;2024-01-11;Ativa
1440;1075;Modelo Pro c/ Impressora;2022-07-21;Ativa
1441;1075;Modelo Chip Básico;2022-07-23;Bloqueada
1442;1076;Modelo Smart Android;2021-01-23;Inativa
1443;1077;Modelo Chip Básico;2023-04-19;Ativa
1444;1078;Modelo Chip Básico;2021-07-13;Bloqueada
1445;1078;Modelo Chip Básico;2021-07-21;Ativa
1446;1079;Modelo Chip Básico;2021-07-15;Ativa
1447;1080;Modelo Smart Android;2024-08-21;Ativa
1448;1081;Modelo Chip Básico;2024-04-22;Ativa
1449;1082;Modelo Pro c/ Impressora;2023-07-17;Bloqueada
1450;1083;Modelo Smart Android;2021-12-12;Ativa
1451;1084;Modelo Smart Android;2023-04-07;Ativa
1452;1085;Modelo Pro c/ Impressora;2023-12-09;Ativa
1453;1086;Modelo Pro c/ Impressora;2023-04-25;Inativa
1454;1086;Modelo Pro c/ Impressora;2023-04-29;Ativa
1455;1087;Modelo Chip Básico;2024-10-29;Inativa
1456;1087;Modelo Chip Básico;2024-10-27;Ativa
1457;1087;Modelo Chip Básico;2024-10-19;Ativa
1458;1087;Modelo Chip Básico;2024-10-21;Ativa
1459;1088;Modelo Pro c/ Impressora;2022-01-29;Ativa
1460;1089;Modelo Smart Android;2023-10-08;Ativa
1461;1090;Modelo Chip Básico;2022-12-10;Ativa
